ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34316	1	D	C	B	C	D	A	B	A	C	D	B	X	C	C	C	X	X	D	D	B	B	B
34630	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	X	B	D
34843	1	D	C	D	B	D	A	C	A	C	B	B	X	B	D	C	C	D	C	D	X	B	D
34795	1	D	C	B	B	D	C	D	A	C	D	B	C	C	C	C	A	C	D	A	C	A	D
34318	1	D	C	B	A	D	A	D	A	C	D	B	X	C	D	C	A	B	D	X	C	B	D
34541	1	D	C	B	C	D	B	D	A	C	B	B	A	C	D	C	A	B	D	D	A	D	D
34659	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	X	D	D	X	B	B
34228	1	D	C	B	B	D	A	B	A	C	D	B	D	C	C	C	A	B	D	D	C	B	D
33984	1	D	C	B	B	D	A	D	A	C	D	C	A	C	D	C	A	B	D	D	C	B	D
34605	1	D	C	D	B	D	C	D	A	C	X	D	X	X	B	C	C	X	A	C	X	C	B
34302	1	B	C	B	B	D	B	C	A	C	D	B	A	C	D	C	C	B	D	D	C	D	D
34559	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34575	1	D	C	B	B	B	C	D	A	C	D	B	A	X	D	C	A	X	X	D	D	B	D
